Respondent_ID,Age_Range,Gender,Disability_Status,Location_Type,Country,African_Region,Value_Chain,Organization_Name,Organization_Type,Complement_Existing_Platforms_Score,Framework_Inclusivity_Score,Governance_Transparency_Score,Membership_Clarity_Score,Stakeholder_Participation_Score,Trust_Building_Score,Finance_Barrier_Score,Land_Access_Barrier_Score,Climate_Risk_Score,Technology_Barrier_Score,Funding_Support_Need,Land_Ownership_Importance,Early_Warning_Importance,Capacity_Building_Need,Technology_Intervention_Need,KPI_Alignment_Score,Impact_Measurement_Score,Gender_Data_Promotion_Score,Continuous_Learning_Score,Reporting_Level,Resource_Mobilization_Score,Funding_Diversification_Score,Partnership_Strategy_Score,Knowledge_Sharing_Score,Government_Partner,Private_Sector_Partner,International_Org_Partner,Academia_Partner,Farmers_Association_Partner,CSO_Partner,Staffing_Readiness_Score,Communication_Readiness_Score,Women_Involvement_Score,Hybrid_Platform_Readiness_Score,Strategic_Alignment_Score,Lessons_Learned_Text,Innovation_Recommendations_Text,Inclusivity_Recommendations_Text,Vulnerability_Index,Governance_Readiness_Score,Sustainability_Score,MELAR_Readiness_Score,Intervention_Priority,Avg_Barrier_Score,Avg_Readiness_Score,Avg_Need_Score,Readiness_Gap,Rural_Female,Young_Respondent,Disability_Flag,Total_Partners,Priority_Ordinal,Gov_High,Sus_High,Exclusion_Risk_Score,Risk_Level,Cluster,WAEI_Participation,WAEI_Governance,WAEI_Resilience,WAEI_Sustainability,WAEI_Inclusion,WAEI_Score,Recommendations,Urgency,Num_Interventions
RESP_02273,36-45,Male,Yes,Rural,Sierra Leone,West Africa,Marketing,Nile AgriConsult,Community Network,5,4,3,4,4,5,5,5,3,5,5,3,5,5,4,4,4,4,4,Sub-national,4,4,5,4,0,1,0,1,0,1,5,5,5,4,4,Need stronger digital extension systems for women farmers,Scale youth agritech incubation hubs,Strengthen gender-responsive technology access,4.5,3.75,4.25,4.0,Critical,4.5,4.6,4.4,-0.1,0,0,1,3,3,0,1,3.3,High,0,100.0,54.54545454545454,14.285714285714292,70.0,66.66666666666666,63.66,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,6
RESP_02274,46-60,Female,No,Urban,Cameroon,Central Africa,Production,AgriLink Cooperative,Women Cooperative,3,4,3,4,3,5,3,3,3,2,5,5,4,5,5,5,5,4,3,Regional,3,3,4,5,1,1,1,1,0,1,5,4,5,3,4,Climate adaptation training should be expanded,Scale youth agritech incubation hubs,Strengthen gender-responsive technology access,2.75,3.5,3.75,4.25,Low,2.75,4.2,4.8,-1.45,0,0,0,5,0,0,1,1.85,Low,1,100.0,45.45454545454545,64.28571428571428,50.0,66.66666666666666,68.39,Capacity building programme enrolment,Routine,1
RESP_02275,46-60,Male,No,Semi-Urban,South Africa,Southern Africa,Processing,BushVeld Research,Private Agribusiness,5,5,5,4,4,4,2,3,4,5,3,4,3,5,3,5,4,4,4,Sub-national,3,4,5,4,0,1,1,1,0,0,4,3,4,4,3,Climate adaptation training should be expanded,Introduce AI-supported climate monitoring systems,Improve equitable funding access mechanisms,3.5,4.5,4.0,4.25,Moderate,3.5,3.6,3.6,-0.1,0,0,0,3,1,1,1,2.45,Low,1,66.66666666666666,81.81818181818183,42.85714285714286,60.0,100.0,68.03,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_02276,18-35,Female,No,Rural,Ethiopia,East Africa,Processing,Continental Agri Ltd,Community Network,2,5,5,5,5,4,3,3,5,5,5,4,3,4,4,4,5,4,3,Sub-national,3,3,5,4,1,0,1,1,0,1,4,3,4,4,5,Local partnerships improve sustainability and trust,Scale youth agritech incubation hubs,Strengthen gender-responsive technology access,4.0,5.0,3.75,4.0,High,4.0,4.0,4.0,0.0,1,1,0,4,2,1,1,2.95,Moderate,0,66.66666666666666,100.0,28.57142857142857,50.0,100.0,68.21,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_02277,18-35,Female,No,Rural,Ghana,West Africa,Marketing,Grassroots AgriCo,Women Cooperative,4,4,5,4,4,4,5,5,5,4,4,4,4,3,4,4,5,4,5,National,3,3,4,5,1,0,0,0,1,0,4,4,4,4,4,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Improve equitable funding access mechanisms,4.75,4.25,3.75,4.5,Critical,4.75,4.0,3.8,0.75,1,1,0,2,3,1,1,3.4,High,0,66.66666666666666,72.72727272727273,7.142857142857139,50.0,66.66666666666666,53.78,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support,Critical,6
RESP_02278,18-35,Female,Yes,Urban,South Africa,Southern Africa,Agri-Finance,ProAgri Associates,Women Cooperative,3,3,5,3,3,5,3,4,3,3,3,5,3,4,4,5,4,4,3,National,5,4,4,5,0,1,0,1,1,0,4,4,5,3,4,Technology adoption is improving productivity outcomes,Create women-focused digital financing systems,Improve equitable funding access mechanisms,3.25,3.5,4.5,4.0,Moderate,3.25,4.0,3.8,-0.75,0,1,1,3,1,0,1,2.7,Moderate,1,100.0,45.45454545454545,50.0,80.0,33.33333333333333,66.7,Land rights advocacy & documentation support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Routine,3
RESP_02279,46-60,Female,No,Semi-Urban,Egypt,Northern Africa,Agri-Finance,Delta Agri Hub,NGO,4,3,3,5,4,3,5,4,5,5,4,4,3,5,5,4,3,3,4,Sub-national,4,3,4,4,0,1,0,0,1,0,4,5,3,4,4,Funding access remains difficult for rural women cooperatives,Scale youth agritech incubation hubs,Increase disability-inclusive participation frameworks,4.75,3.75,3.75,3.5,Critical,4.75,4.0,4.2,0.75,0,0,0,2,3,0,1,3.1,High,0,33.33333333333333,54.54545454545454,7.142857142857139,50.0,33.33333333333333,35.9,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_02280,46-60,Male,No,Semi-Urban,Uganda,East Africa,Services,Ubuntu Agri Network,Research Institution,4,5,5,5,4,5,4,3,4,3,5,5,5,4,4,3,4,4,4,Regional,4,3,5,5,1,0,0,0,1,0,4,4,5,5,4,Local partnerships improve sustainability and trust,Create women-focused digital financing systems,Promote women leadership representation,3.5,4.75,4.25,3.75,Moderate,3.5,4.4,4.6,-0.9,0,0,0,2,1,1,1,2.25,Low,1,100.0,90.9090909090909,42.85714285714286,70.0,100.0,81.8,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_02281,46-60,Female,No,Rural,Chad,Central Africa,Others,Sunrise Food Systems,NGO,4,4,3,4,4,3,4,5,4,4,5,5,5,5,4,4,3,4,4,National,3,4,4,4,1,1,1,1,0,1,4,4,5,3,4,Technology adoption is improving productivity outcomes,Support aggregation and funding of agricultural research,Improve equitable funding access mechanisms,4.25,3.75,3.75,3.75,High,4.25,4.0,4.8,0.25,1,0,0,5,2,0,1,3.1,High,0,100.0,54.54545454545454,21.42857142857143,50.0,66.66666666666666,62.09,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02282,36-45,Female,No,Rural,Kenya,East Africa,Others,BushVeld Research,Community Network,3,4,4,4,5,4,3,5,5,4,4,3,4,4,5,4,4,5,5,Sub-national,3,3,5,4,1,1,0,1,0,1,4,5,4,4,4,Local partnerships improve sustainability and trust,Create women-focused digital financing systems,Improve equitable funding access mechanisms,4.25,4.25,3.75,4.5,High,4.25,4.2,4.0,0.05,1,0,0,4,2,1,1,3.05,High,0,66.66666666666666,72.72727272727273,21.42857142857143,50.0,66.66666666666666,56.63,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_02283,18-35,Female,No,Rural,Uganda,East Africa,Others,ProAgri Associates,Farmers Association,4,4,4,3,3,3,5,4,4,5,5,4,3,4,4,4,4,5,3,Continental,4,4,4,4,1,1,0,1,0,1,3,4,3,3,3,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Improve equitable funding access mechanisms,4.5,3.5,4.0,4.0,Critical,4.5,3.2,4.0,1.3,1,1,0,4,3,0,1,3.45,High,0,33.33333333333333,45.45454545454545,14.285714285714292,60.0,66.66666666666666,39.89,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02284,18-35,Female,No,Rural,Morocco,Northern Africa,Agri-Finance,BushVeld Research,NGO,5,5,3,4,5,5,4,5,4,3,4,4,5,2,4,5,4,5,3,Continental,4,3,4,3,0,1,1,1,0,0,5,4,4,5,3,Funding access remains difficult for rural women cooperatives,Create women-focused digital financing systems,Expand awareness campaigns in rural communities,4.0,4.25,3.5,4.25,High,4.0,4.2,3.8,-0.2,1,1,0,3,2,1,0,2.9,Moderate,0,66.66666666666666,72.72727272727273,28.57142857142857,40.0,100.0,59.9,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support,Critical,5
RESP_02285,18-35,Male,No,Urban,Egypt,Northern Africa,Agri-Finance,Grassroots AgriCo,Private Agribusiness,5,5,4,4,3,4,3,3,3,3,5,4,5,5,3,4,4,4,3,National,3,3,5,4,0,0,0,1,1,0,4,4,4,5,4,Climate adaptation training should be expanded,Create women-focused digital financing systems,Improve equitable funding access mechanisms,3.0,4.0,3.75,3.75,Moderate,3.0,4.2,4.4,-1.2,0,1,0,2,1,1,1,2.0,Low,1,66.66666666666666,63.63636363636363,57.142857142857146,50.0,100.0,64.84,Capacity building programme enrolment,Routine,1
RESP_02286,18-35,Female,No,Semi-Urban,Senegal,West Africa,Others,Delta Agri Hub,NGO,4,5,2,3,4,3,4,3,5,3,5,5,5,5,4,4,4,4,4,Continental,5,3,4,4,1,1,0,1,0,0,4,4,4,4,5,Local partnerships improve sustainability and trust,Scale youth agritech incubation hubs,Increase disability-inclusive participation frameworks,3.75,3.5,4.0,4.0,High,3.75,4.2,4.8,-0.45,0,1,0,3,2,0,1,2.45,Low,1,66.66666666666666,45.45454545454545,35.71428571428571,60.0,100.0,57.51,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_02287,46-60,Female,No,Rural,Zimbabwe,Southern Africa,Others,FarmFirst Alliance,Farmers Association,4,5,4,5,4,5,3,5,5,5,4,4,3,4,4,4,5,5,5,National,4,3,3,3,1,0,0,1,0,0,3,3,5,3,3,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Expand awareness campaigns in rural communities,4.5,4.5,3.25,4.75,Critical,4.5,3.4,3.8,1.1,1,0,0,2,3,1,0,3.4,High,0,100.0,81.81818181818183,14.285714285714292,30.0,100.0,67.81,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_02288,18-35,Female,No,Urban,South Africa,Southern Africa,Production,FarmFirst Alliance,Women Cooperative,5,4,4,3,4,5,3,4,3,3,5,4,4,3,3,5,5,4,4,Sub-national,4,5,4,5,1,0,1,0,0,0,5,4,4,3,3,Climate adaptation training should be expanded,Support aggregation and funding of agricultural research,Promote women leadership representation,3.25,3.75,4.5,4.5,Moderate,3.25,3.8,3.8,-0.55,0,1,0,2,1,0,1,2.25,Low,1,66.66666666666666,54.54545454545454,50.0,80.0,66.66666666666666,62.3,Land rights advocacy & documentation support,Routine,1
RESP_02289,18-35,Female,No,Urban,Botswana,Southern Africa,Production,Grassroots AgriCo,Government Agency,4,3,4,4,5,5,4,4,4,2,3,4,4,5,4,4,2,4,4,Regional,3,4,3,3,1,0,1,0,0,1,4,3,5,4,5,Need stronger digital extension systems for women farmers,Create women-focused digital financing systems,Expand awareness campaigns in rural communities,3.5,4.0,3.25,3.5,Moderate,3.5,4.2,4.0,-0.7,0,1,0,3,1,1,0,2.3,Low,1,100.0,63.63636363636363,42.85714285714286,30.0,33.33333333333333,62.31,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Capacity building programme enrolment,High,4
RESP_02290,36-45,Female,No,Rural,DR Congo,Central Africa,Others,Grassroots AgriCo,Farmers Association,5,3,3,4,5,5,4,5,3,4,4,4,3,3,4,4,5,4,4,Continental,4,4,5,4,0,0,0,0,0,1,4,4,4,3,5,Local partnerships improve sustainability and trust,Introduce AI-supported climate monitoring systems,Promote women leadership representation,4.0,3.75,4.25,4.25,High,4.0,4.0,3.6,0.0,1,0,0,1,2,0,1,2.95,Moderate,0,66.66666666666666,54.54545454545454,28.57142857142857,70.0,33.33333333333333,53.18,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support,Critical,5
RESP_02291,36-45,Female,No,Rural,Sierra Leone,West Africa,Marketing,AfroHarvest Initiative,Government Agency,4,4,2,5,4,5,4,4,5,5,5,4,4,4,4,4,4,3,4,National,3,4,4,5,1,0,0,0,0,1,4,4,4,4,4,Funding access remains difficult for rural women cooperatives,Support aggregation and funding of agricultural research,Increase disability-inclusive participation frameworks,4.5,3.75,4.0,3.75,Critical,4.5,4.0,4.2,0.5,1,0,0,2,3,0,1,3.25,High,0,66.66666666666666,54.54545454545454,14.285714285714292,60.0,66.66666666666666,52.16,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02292,18-35,Female,No,Rural,Botswana,Southern Africa,Services,Afri-Impact NGO,Private Agribusiness,4,5,4,3,5,5,3,5,3,4,5,4,3,4,3,4,4,4,4,Regional,3,3,3,4,1,1,0,0,1,0,4,3,5,4,4,Climate adaptation training should be expanded,Scale youth agritech incubation hubs,Promote women leadership representation,3.75,4.25,3.25,4.0,High,3.75,4.0,3.8,-0.25,1,1,0,3,2,1,0,2.8,Moderate,0,100.0,72.72727272727273,35.71428571428571,30.0,100.0,69.82,Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Capacity building programme enrolment,High,4
RESP_02293,36-45,Female,No,Rural,Zambia,Southern Africa,Marketing,Sahel Solutions Ltd,Government Agency,4,4,4,3,2,4,4,5,5,4,5,5,5,5,4,3,4,4,4,National,3,4,3,5,1,0,0,1,0,1,5,5,3,3,4,Local partnerships improve sustainability and trust,Introduce AI-supported climate monitoring systems,Promote women leadership representation,4.5,3.25,3.75,3.75,Critical,4.5,4.0,4.8,0.5,1,0,0,3,3,0,1,3.25,High,0,33.33333333333333,36.36363636363637,14.285714285714292,50.0,66.66666666666666,36.11,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02294,61+,Female,No,Semi-Urban,DR Congo,Central Africa,Agri-Finance,FarmFirst Alliance,NGO,4,4,4,5,4,5,4,4,4,3,5,4,5,4,3,3,3,4,5,National,4,5,5,2,1,0,1,1,0,0,4,3,5,4,5,Local partnerships improve sustainability and trust,Create women-focused digital financing systems,Increase disability-inclusive participation frameworks,3.75,4.25,4.0,3.75,High,3.75,4.2,4.2,-0.45,0,0,0,3,2,1,1,2.45,Low,1,100.0,72.72727272727273,35.71428571428571,60.0,66.66666666666666,70.99,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Capacity building programme enrolment,High,4
RESP_02295,46-60,Female,Yes,Semi-Urban,Egypt,Northern Africa,Production,Horizon Food Systems,Community Network,4,4,4,4,3,5,4,4,5,2,4,4,2,5,4,4,3,5,4,Regional,4,3,4,4,1,0,1,0,0,0,5,3,4,5,4,Need stronger digital extension systems for women farmers,Scale youth agritech incubation hubs,Promote women leadership representation,3.75,3.75,3.75,4.0,High,3.75,4.2,3.8,-0.45,0,0,1,2,2,0,1,2.95,Moderate,1,66.66666666666666,54.54545454545454,35.71428571428571,50.0,66.66666666666666,54.95,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,High,5
RESP_02296,18-35,Female,No,Rural,Algeria,Northern Africa,Production,Horizon Food Systems,Government Agency,4,4,5,4,5,5,4,5,5,4,4,3,4,3,5,4,4,5,5,Regional,4,3,4,4,0,1,0,0,1,0,4,3,5,4,4,Funding access remains difficult for rural women cooperatives,Create women-focused digital financing systems,Increase disability-inclusive participation frameworks,4.5,4.5,3.75,4.5,Critical,4.5,4.0,3.8,0.5,1,1,0,2,3,1,1,3.25,High,0,100.0,81.81818181818183,14.285714285714292,50.0,66.66666666666666,67.48,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support,Critical,6
RESP_02297,18-35,Female,No,Rural,Morocco,Northern Africa,Services,Afri-Impact NGO,Community Network,4,4,4,4,5,3,4,4,5,5,5,5,5,5,4,5,3,4,4,Regional,3,4,5,3,0,0,1,0,1,0,3,4,5,4,4,Climate adaptation training should be expanded,Introduce AI-supported climate monitoring systems,Expand awareness campaigns in rural communities,4.5,4.25,3.75,4.0,Critical,4.5,4.0,4.8,0.5,1,1,0,2,3,1,1,3.25,High,0,100.0,72.72727272727273,14.285714285714292,50.0,66.66666666666666,65.21,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02298,36-45,Female,No,Rural,Nigeria,West Africa,Agri-Tech,Nile AgriConsult,Women Cooperative,4,4,3,3,5,5,5,4,4,5,5,4,4,5,5,5,3,5,3,National,3,4,3,5,1,1,0,1,0,1,4,4,5,5,4,Need stronger digital extension systems for women farmers,Support aggregation and funding of agricultural research,Increase disability-inclusive participation frameworks,4.5,3.75,3.75,4.0,Critical,4.5,4.4,4.6,0.1,1,0,0,4,3,0,1,3.15,High,0,100.0,54.54545454545454,14.285714285714292,50.0,66.66666666666666,60.66,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02299,46-60,Male,No,Rural,Egypt,Northern Africa,Services,SeedFuture Institute,Community Network,4,4,5,3,4,4,4,4,5,5,5,5,4,4,4,4,5,4,4,Regional,3,4,4,5,1,0,1,0,1,1,4,4,2,4,4,Need stronger digital extension systems for women farmers,Create women-focused digital financing systems,Promote women leadership representation,4.5,4.0,4.0,4.25,Critical,4.5,3.6,4.4,0.9,0,0,0,4,3,1,1,3.05,High,0,0.0,63.63636363636363,14.285714285714292,60.0,66.66666666666666,34.43,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_02300,36-45,Female,Yes,Rural,Tanzania,East Africa,Agri-Finance,Baobab Cooperative,Farmers Association,3,4,3,4,3,4,4,5,5,4,5,3,4,4,2,3,3,5,4,Sub-national,3,4,5,4,1,0,0,1,1,1,4,3,3,4,3,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Expand awareness campaigns in rural communities,4.5,3.5,4.0,3.75,Critical,4.5,3.4,3.6,1.1,1,0,1,4,3,0,1,3.9,High,0,33.33333333333333,45.45454545454545,14.285714285714292,60.0,66.66666666666666,39.89,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,8
RESP_02301,36-45,Female,No,Urban,Botswana,Southern Africa,Production,AgriLink Cooperative,Private Agribusiness,3,5,5,5,4,4,3,3,2,3,4,5,4,5,4,4,4,4,4,National,4,3,4,4,0,1,1,0,1,1,3,4,5,3,4,Funding access remains difficult for rural women cooperatives,Introduce AI-supported climate monitoring systems,Expand awareness campaigns in rural communities,2.75,4.75,3.75,4.0,Low,2.75,3.8,4.4,-1.05,0,0,0,4,0,1,1,1.95,Low,1,100.0,90.9090909090909,64.28571428571428,50.0,100.0,83.08,Capacity building programme enrolment,Routine,1
RESP_02302,18-35,Female,No,Semi-Urban,Gabon,Central Africa,Production,Afri-Impact NGO,Women Cooperative,4,3,3,5,3,4,5,2,3,3,5,5,4,4,4,4,4,5,3,Sub-national,4,4,5,5,0,1,0,0,1,0,5,4,4,4,5,Technology adoption is improving productivity outcomes,Deploy mobile agricultural advisory platforms,Increase disability-inclusive participation frameworks,3.25,3.5,4.5,4.0,Moderate,3.25,4.4,4.4,-1.15,0,1,0,2,1,0,1,2.1,Low,1,66.66666666666666,45.45454545454545,50.0,80.0,33.33333333333333,56.7,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_02303,18-35,Female,No,Rural,Senegal,West Africa,Agri-Tech,Sunrise Food Systems,Women Cooperative,5,5,4,4,4,4,4,4,4,4,5,4,4,5,3,4,4,4,4,National,4,4,4,5,1,1,1,0,0,0,4,4,5,4,4,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Promote women leadership representation,4.0,4.25,4.25,4.0,High,4.0,4.2,4.2,-0.2,1,1,0,3,2,1,1,2.9,Moderate,0,100.0,72.72727272727273,28.57142857142857,70.0,100.0,74.4,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02304,36-45,Male,No,Semi-Urban,South Africa,Southern Africa,Marketing,FarmFirst Alliance,Women Cooperative,2,4,5,4,5,4,4,4,3,3,4,5,4,4,4,4,3,5,4,National,5,2,3,3,0,1,1,0,0,1,5,3,5,4,3,Need stronger digital extension systems for women farmers,Deploy mobile agricultural advisory platforms,Increase disability-inclusive participation frameworks,3.5,4.5,3.25,4.0,Moderate,3.5,4.0,4.2,-0.5,0,0,0,3,1,1,0,2.35,Low,1,100.0,81.81818181818183,42.85714285714286,30.0,66.66666666666666,70.19,Agricultural credit & microfinance access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,3
RESP_02305,18-35,Female,No,Urban,Gabon,Central Africa,Agri-Finance,Ubuntu Agri Network,NGO,3,4,3,4,5,4,5,2,3,2,5,5,4,5,4,5,3,5,5,Continental,3,3,3,3,0,0,1,0,0,0,4,5,5,4,3,Climate adaptation training should be expanded,Deploy mobile agricultural advisory platforms,Promote women leadership representation,3.0,4.0,3.0,4.5,Moderate,3.0,4.2,4.6,-1.2,0,1,0,1,1,1,0,2.0,Low,1,100.0,63.63636363636363,57.142857142857146,20.0,66.66666666666666,67.0,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_02306,36-45,Male,No,Urban,Kenya,East Africa,Others,Afri-Impact NGO,Research Institution,5,2,4,4,4,4,5,2,3,2,5,5,4,3,3,5,3,4,3,National,4,3,4,4,0,0,0,0,1,1,3,2,4,3,3,Funding access remains difficult for rural women cooperatives,Create women-focused digital financing systems,Increase disability-inclusive participation frameworks,3.0,3.5,3.75,3.75,Moderate,3.0,3.0,4.0,0.0,0,0,0,2,1,0,1,2.3,Low,1,66.66666666666666,45.45454545454545,57.142857142857146,50.0,0.0,50.29,Agricultural credit & microfinance access,High,1
RESP_02307,36-45,Female,No,Urban,DR Congo,Central Africa,Marketing,AgriLink Cooperative,Community Network,4,4,3,4,5,4,5,5,1,2,5,5,3,5,5,4,4,4,3,Regional,3,5,5,4,1,0,0,1,1,1,3,4,4,4,5,Technology adoption is improving productivity outcomes,Create women-focused digital financing systems,Promote women leadership representation,3.25,4.0,4.25,3.75,Moderate,3.25,4.0,4.6,-0.75,0,0,0,4,1,1,1,2.2,Low,1,66.66666666666666,63.63636363636363,50.0,70.0,66.66666666666666,63.08,Agricultural credit & microfinance access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,3
RESP_02308,18-35,Female,No,Urban,Tanzania,East Africa,Production,AgriLink Cooperative,Private Agribusiness,4,4,4,3,5,5,5,2,3,3,5,4,4,5,4,3,4,5,4,Sub-national,5,3,4,4,1,0,0,0,1,1,3,4,4,3,3,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Expand awareness campaigns in rural communities,3.25,4.0,4.0,4.0,Moderate,3.25,3.4,4.4,-0.15,0,1,0,3,1,1,1,2.35,Low,1,66.66666666666666,63.63636363636363,50.0,60.0,66.66666666666666,61.58,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_02309,36-45,Female,No,Rural,Tunisia,Northern Africa,Agri-Finance,Baobab Cooperative,Research Institution,3,4,3,4,3,5,4,5,5,4,5,4,4,4,4,3,5,3,3,Sub-national,4,4,4,5,1,0,0,1,1,1,4,3,5,4,5,Technology adoption is improving productivity outcomes,Scale youth agritech incubation hubs,Expand awareness campaigns in rural communities,4.5,3.5,4.25,3.5,Critical,4.5,4.2,4.2,0.3,1,0,0,4,3,0,1,3.2,High,0,100.0,45.45454545454545,14.285714285714292,70.0,66.66666666666666,61.39,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02310,18-35,Female,No,Urban,Kenya,East Africa,Production,GreenVine Partners,Research Institution,4,4,3,4,5,3,4,4,1,2,5,4,4,5,4,3,4,5,3,Continental,4,3,5,5,1,1,0,0,0,1,3,3,4,3,5,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Strengthen gender-responsive technology access,2.75,4.0,4.25,3.75,Low,2.75,3.6,4.4,-0.85,0,1,0,3,0,1,1,2.0,Low,1,66.66666666666666,63.63636363636363,64.28571428571428,70.0,66.66666666666666,65.93,Agricultural credit & microfinance access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,3
